run_id,dataset_name,split,seed,task_type,example_id,difficulty_bucket,annotator_type,annotator_id,model_name,temperature,prompt_version,replicate_id,gold_label,predicted_label,confidence,correct,input_tokens,output_tokens,total_tokens,cost_usd,failure_category,rationale,notes,raw_response
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_52,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,NUM,NUM,0.85,True,248,40,288,6.12e-05,,"The question asks for a specific amount, which indicates a numeric answer.",,"{""id"": ""chatcmpl-E4JQynrmAZPrdy4dACUmg51zn4vWY"", ""object"": ""chat.completion"", ""created"": 1784696724, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""NUM\"",\n  \""confidence\"": 0.85,\n  \""rationale\"": \""The question asks for a specific amount, which indicates a numeric answer.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 248, ""completion_tokens"": 40, ""total_tokens"": 288, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_55,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,NUM,NUM,0.9,True,243,40,283,6.045e-05,,The question asks for a numeric conversion between watts and kilowatts.,,"{""id"": ""chatcmpl-E4JQzhN4GXn2rHqgX6dnD65a36uS1"", ""object"": ""chat.completion"", ""created"": 1784696725, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""NUM\"",\n  \""confidence\"": 0.9,\n  \""rationale\"": \""The question asks for a numeric conversion between watts and kilowatts.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 243, ""completion_tokens"": 40, ""total_tokens"": 283, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_93,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,ENTY,DESC,0.85,False,250,42,292,6.269999999999999e-05,,"The question asks for the meaning of a word, which fits the description category.",,"{""id"": ""chatcmpl-E4JR2DX3Kt3fdPrmQtPbqR6kipK71"", ""object"": ""chat.completion"", ""created"": 1784696728, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""DESC\"",\n  \""confidence\"": 0.85,\n  \""rationale\"": \""The question asks for the meaning of a word, which fits the description category.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 250, ""completion_tokens"": 42, ""total_tokens"": 292, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_107,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,ENTY,DESC,0.7,False,246,38,284,5.97e-05,,The question seeks a description of a product suitable for kids.,,"{""id"": ""chatcmpl-E4JR4WAKQ1oAZvFGgIbHvi68Wulao"", ""object"": ""chat.completion"", ""created"": 1784696730, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""DESC\"",\n  \""confidence\"": 0.7,\n  \""rationale\"": \""The question seeks a description of a product suitable for kids.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 246, ""completion_tokens"": 38, ""total_tokens"": 284, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_123,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,DESC,DESC,0.8,True,243,47,290,6.465e-05,,"The question seeks a method or explanation for stopping junk mail, which aligns with a description or definition inquiry.",,"{""id"": ""chatcmpl-E4JR5k1hPAX47D3qRMQiKBJDEV4Vj"", ""object"": ""chat.completion"", ""created"": 1784696731, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""DESC\"",\n  \""confidence\"": 0.8,\n  \""rationale\"": \""The question seeks a method or explanation for stopping junk mail, which aligns with a description or definition inquiry.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 243, ""completion_tokens"": 47, ""total_tokens"": 290, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_137,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,HUM,HUM,0.9,True,251,42,293,6.285e-05,,"The question asks for a specific person, which fits the human/person category.",,"{""id"": ""chatcmpl-E4JR7HV64zCMm70YUR6FtW2WSB0es"", ""object"": ""chat.completion"", ""created"": 1784696733, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""HUM\"",\n  \""confidence\"": 0.9,\n  \""rationale\"": \""The question asks for a specific person, which fits the human/person category.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 251, ""completion_tokens"": 42, ""total_tokens"": 293, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_322,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,DESC,NUM,0.85,False,241,40,281,6.015e-05,,"The question asks about Greek numerals, which are a numeric system.",,"{""id"": ""chatcmpl-E4JR95yZtbHW0V1AUlaigtI3bluZg"", ""object"": ""chat.completion"", ""created"": 1784696735, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""NUM\"",\n  \""confidence\"": 0.85,\n  \""rationale\"": \""The question asks about Greek numerals, which are a numeric system.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 241, ""completion_tokens"": 40, ""total_tokens"": 281, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_356,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,DESC,DESC,0.85,True,241,44,285,6.255e-05,,"The question asks for the meaning of a name, which is a description or definition.",,"{""id"": ""chatcmpl-E4JRBfl5HVckkadRKo0aFZBJyO0VY"", ""object"": ""chat.completion"", ""created"": 1784696737, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""DESC\"",\n  \""confidence\"": 0.85,\n  \""rationale\"": \""The question asks for the meaning of a name, which is a description or definition.\"" \n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 241, ""completion_tokens"": 44, ""total_tokens"": 285, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_386,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,ENTY,HUM,0.7,False,255,51,306,6.884999999999999e-05,,"The question is asking about a specific contest and its winner, which relates to a human or person involved in the contest.",,"{""id"": ""chatcmpl-E4JRDtLj0tZpGyrZpiMAkHp3Fklv5"", ""object"": ""chat.completion"", ""created"": 1784696739, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""HUM\"",\n  \""confidence\"": 0.7,\n  \""rationale\"": \""The question is asking about a specific contest and its winner, which relates to a human or person involved in the contest.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 255, ""completion_tokens"": 51, ""total_tokens"": 306, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
trec_cost_sample_seed0_gpt-4o-mini_text_classification_v1_zero_shot_json,trec,train,0,classification,trec_train_395,,llm,gpt-4o-mini_temp0_rep0,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0,ENTY,HUM,0.8,False,244,46,290,6.42e-05,,"The question asks about a term for a type of person, which fits the human/person category.",,"{""id"": ""chatcmpl-E4JRE6dc7qp8xgB8DtvIIQ7ordPZi"", ""object"": ""chat.completion"", ""created"": 1784696740, ""model"": ""gpt-4o-mini-2024-07-18"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\n  \""predicted_label\"": \""HUM\"",\n  \""confidence\"": 0.8,\n  \""rationale\"": \""The question asks about a term for a type of person, which fits the human/person category.\""\n}"", ""refusal"": null, ""annotations"": []}, ""logprobs"": null, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 244, ""completion_tokens"": 46, ""total_tokens"": 290, ""prompt_tokens_details"": {""cached_tokens"": 0, ""audio_tokens"": 0}, ""completion_tokens_details"": {""reasoning_tokens"": 0, ""audio_tokens"": 0, ""accepted_prediction_tokens"": 0, ""rejected_prediction_tokens"": 0}}, ""service_tier"": ""default"", ""system_fingerprint"": ""fp_a23f63aa66""}"
