dataset,strategy,budget,seed,downstream_model,embedding_model,macro_f1,accuracy,cost_scenario,cost_source,cost_source_url,cost_checked_at,human_cost_per_label,selection_cost_per_example,annotation_cost,selection_cost,total_cost,llm_label_accuracy,llm_label_macro_f1,llm_ece,llm_lari,model_name,temperature,prompt_version,replicate_id
twenty_newsgroups,llm_annotator,50,1,tfidf_logreg,,0.02780974385933756,0.08735868448098665,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.62,0.5711904761904762,0.19299999999999984,0.46095071428571444,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,50,1,tfidf_logreg,,0.02780974385933756,0.08735868448098665,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.62,0.5711904761904762,0.19299999999999984,0.46095071428571444,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,50,1,tfidf_logreg,,0.02780974385933756,0.08735868448098665,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.62,0.5711904761904762,0.19299999999999984,0.46095071428571444,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,100,1,tfidf_logreg,,0.011198903821854641,0.045220966084275435,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.61,0.620436507936508,0.19000000000000003,0.5025535714285714,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,100,1,tfidf_logreg,,0.011198903821854641,0.045220966084275435,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.61,0.620436507936508,0.19000000000000003,0.5025535714285714,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,100,1,tfidf_logreg,,0.011198903821854641,0.045220966084275435,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.61,0.620436507936508,0.19000000000000003,0.5025535714285714,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,250,1,tfidf_logreg,,0.00432645034414946,0.045220966084275435,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.62,0.6326194101810605,0.17499999999999993,0.521911013399375,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,250,1,tfidf_logreg,,0.00432645034414946,0.045220966084275435,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.62,0.6326194101810605,0.17499999999999993,0.521911013399375,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,250,1,tfidf_logreg,,0.00432645034414946,0.045220966084275435,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.62,0.6326194101810605,0.17499999999999993,0.521911013399375,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,50,2,tfidf_logreg,,0.0065728929571468335,0.03699897225077081,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.58,0.5366666666666667,0.20600000000000007,0.42611333333333334,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,50,2,tfidf_logreg,,0.0065728929571468335,0.03699897225077081,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.58,0.5366666666666667,0.20600000000000007,0.42611333333333334,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,50,2,tfidf_logreg,,0.0065728929571468335,0.03699897225077081,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.58,0.5366666666666667,0.20600000000000007,0.42611333333333334,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,100,2,tfidf_logreg,,0.027765950201444557,0.06885919835560124,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.64,0.6485818021847434,0.17450000000000004,0.5354042777035056,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,100,2,tfidf_logreg,,0.027765950201444557,0.06885919835560124,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.64,0.6485818021847434,0.17450000000000004,0.5354042777035056,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,100,2,tfidf_logreg,,0.027765950201444557,0.06885919835560124,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.64,0.6485818021847434,0.17450000000000004,0.5354042777035056,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,250,2,tfidf_logreg,,0.02069719570997857,0.052415210688591986,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.66,0.6698782708899312,0.15600000000000006,0.5653772606311019,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,250,2,tfidf_logreg,,0.02069719570997857,0.052415210688591986,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.66,0.6698782708899312,0.15600000000000006,0.5653772606311019,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
twenty_newsgroups,llm_annotator,250,2,tfidf_logreg,,0.02069719570997857,0.052415210688591986,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.66,0.6698782708899312,0.15600000000000006,0.5653772606311019,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
