dataset,strategy,budget,seed,downstream_model,embedding_model,macro_f1,accuracy,cost_scenario,cost_source,cost_source_url,cost_checked_at,human_cost_per_label,selection_cost_per_example,annotation_cost,selection_cost,total_cost,llm_label_accuracy,llm_label_macro_f1,llm_ece,llm_lari,model_name,temperature,prompt_version,replicate_id
yelp_polarity,llm_annotator,50,1,tfidf_logreg,,0.35716635626198434,0.533,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,1.0,1.0,0.09700000000000006,0.9029999999999999,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,50,1,tfidf_logreg,,0.35716635626198434,0.533,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.09700000000000006,0.9029999999999999,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,50,1,tfidf_logreg,,0.35716635626198434,0.533,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,1.0,1.0,0.09700000000000006,0.9029999999999999,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,100,1,tfidf_logreg,,0.5501509171116787,0.628,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.97,0.9698522761531505,0.07200000000000006,0.9000229122701237,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,100,1,tfidf_logreg,,0.5501509171116787,0.628,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.97,0.9698522761531505,0.07200000000000006,0.9000229122701237,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,100,1,tfidf_logreg,,0.5501509171116787,0.628,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.97,0.9698522761531505,0.07200000000000006,0.9000229122701237,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,250,1,tfidf_logreg,,0.7792817018313402,0.787,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.976,0.9759753988083797,0.08140000000000003,0.8965310013453776,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,250,1,tfidf_logreg,,0.7792817018313402,0.787,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.976,0.9759753988083797,0.08140000000000003,0.8965310013453776,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,250,1,tfidf_logreg,,0.7792817018313402,0.787,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.976,0.9759753988083797,0.08140000000000003,0.8965310013453776,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,50,2,tfidf_logreg,,0.34554973821989526,0.528,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.98,0.9773857982813207,0.08300000000000002,0.8962627770239711,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,50,2,tfidf_logreg,,0.34554973821989526,0.528,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.98,0.9773857982813207,0.08300000000000002,0.8962627770239711,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,50,2,tfidf_logreg,,0.34554973821989526,0.528,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.98,0.9773857982813207,0.08300000000000002,0.8962627770239711,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,100,2,tfidf_logreg,,0.3502220305146795,0.53,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.98,0.9793303017775941,0.08650000000000005,0.8946182306738322,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,100,2,tfidf_logreg,,0.3502220305146795,0.53,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.98,0.9793303017775941,0.08650000000000005,0.8946182306738322,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,100,2,tfidf_logreg,,0.3502220305146795,0.53,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.98,0.9793303017775941,0.08650000000000005,0.8946182306738322,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,250,2,tfidf_logreg,,0.5656249285567316,0.639,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.968,0.9675934927733489,0.07279999999999989,0.8971526864994492,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,250,2,tfidf_logreg,,0.5656249285567316,0.639,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.968,0.9675934927733489,0.07279999999999989,0.8971526864994492,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
yelp_polarity,llm_annotator,250,2,tfidf_logreg,,0.5656249285567316,0.639,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.968,0.9675934927733489,0.07279999999999989,0.8971526864994492,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
