dataset,strategy,budget,seed,downstream_model,embedding_model,macro_f1,accuracy,cost_scenario,cost_source,cost_source_url,cost_checked_at,human_cost_per_label,selection_cost_per_example,annotation_cost,selection_cost,total_cost,llm_label_accuracy,llm_label_macro_f1,llm_ece,llm_lari,model_name,temperature,prompt_version,replicate_id
banking77,llm_annotator,50,1,tfidf_logreg,,0.02048684258422967,0.03,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.58,0.27087198515769945,0.297,0.19042300556586272,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,50,1,tfidf_logreg,,0.02048684258422967,0.03,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.58,0.27087198515769945,0.297,0.19042300556586272,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,50,1,tfidf_logreg,,0.02048684258422967,0.03,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.58,0.27087198515769945,0.297,0.19042300556586272,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,100,1,tfidf_logreg,,0.041596817102925794,0.091,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.65,0.4652752009894866,0.22399999999999995,0.3610535559678416,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,100,1,tfidf_logreg,,0.041596817102925794,0.091,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.65,0.4652752009894866,0.22399999999999995,0.3610535559678416,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,100,1,tfidf_logreg,,0.041596817102925794,0.091,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.65,0.4652752009894866,0.22399999999999995,0.3610535559678416,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,250,1,tfidf_logreg,,0.08024876018081983,0.12,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.652,0.6222959997396087,0.19419999999999998,0.5014461165901767,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,250,1,tfidf_logreg,,0.08024876018081983,0.12,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.652,0.6222959997396087,0.19419999999999998,0.5014461165901767,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,250,1,tfidf_logreg,,0.08024876018081983,0.12,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.652,0.6222959997396087,0.19419999999999998,0.5014461165901767,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,50,2,tfidf_logreg,,0.00970221662760366,0.036,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.54,0.2593073593073593,0.29200000000000004,0.18358961038961039,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,50,2,tfidf_logreg,,0.00970221662760366,0.036,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.54,0.2593073593073593,0.29200000000000004,0.18358961038961039,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,50,2,tfidf_logreg,,0.00970221662760366,0.036,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.54,0.2593073593073593,0.29200000000000004,0.18358961038961039,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,100,2,tfidf_logreg,,0.035072379194047,0.057,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.61,0.4786023500309214,0.21099999999999994,0.377617254174397,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,100,2,tfidf_logreg,,0.035072379194047,0.057,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.61,0.4786023500309214,0.21099999999999994,0.377617254174397,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,100,2,tfidf_logreg,,0.035072379194047,0.057,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.61,0.4786023500309214,0.21099999999999994,0.377617254174397,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,250,2,tfidf_logreg,,0.08713818966008086,0.118,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.688,0.6505014105663456,0.154,0.5503241933391283,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,250,2,tfidf_logreg,,0.08713818966008086,0.118,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.688,0.6505014105663456,0.154,0.5503241933391283,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
banking77,llm_annotator,250,2,tfidf_logreg,,0.08713818966008086,0.118,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.688,0.6505014105663456,0.154,0.5503241933391283,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
