dataset,strategy,budget,seed,downstream_model,embedding_model,macro_f1,accuracy,cost_scenario,cost_source,cost_source_url,cost_checked_at,human_cost_per_label,selection_cost_per_example,annotation_cost,selection_cost,total_cost,llm_label_accuracy,llm_label_macro_f1,llm_ece,llm_lari,model_name,temperature,prompt_version,replicate_id
emotion,llm_annotator,50,1,tfidf_logreg,,0.07849143260907966,0.285,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.58,0.5586810761286024,0.20899999999999996,0.4419167312177245,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,50,1,tfidf_logreg,,0.07849143260907966,0.285,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.58,0.5586810761286024,0.20899999999999996,0.4419167312177245,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,50,1,tfidf_logreg,,0.07849143260907966,0.285,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.58,0.5586810761286024,0.20899999999999996,0.4419167312177245,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,100,1,tfidf_logreg,,0.07433307433307433,0.287,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.64,0.5901141952154705,0.148,0.5027772943235809,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,100,1,tfidf_logreg,,0.07433307433307433,0.287,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.64,0.5901141952154705,0.148,0.5027772943235809,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,100,1,tfidf_logreg,,0.07433307433307433,0.287,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.64,0.5901141952154705,0.148,0.5027772943235809,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,250,1,tfidf_logreg,,0.07511272549590235,0.287,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.616,0.5966704998259994,0.17099999999999996,0.49463984435575353,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,250,1,tfidf_logreg,,0.07511272549590235,0.287,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.616,0.5966704998259994,0.17099999999999996,0.49463984435575353,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,250,1,tfidf_logreg,,0.07511272549590235,0.287,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.616,0.5966704998259994,0.17099999999999996,0.49463984435575353,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,50,2,tfidf_logreg,,0.07433307433307433,0.287,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.72,0.7153036153036153,0.07199999999999997,0.6638017550017551,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,50,2,tfidf_logreg,,0.07433307433307433,0.287,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.72,0.7153036153036153,0.07199999999999997,0.6638017550017551,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,50,2,tfidf_logreg,,0.07433307433307433,0.287,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.72,0.7153036153036153,0.07199999999999997,0.6638017550017551,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,100,2,tfidf_logreg,,0.07433307433307433,0.287,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.62,0.617000835421888,0.1705,0.5118021929824561,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,100,2,tfidf_logreg,,0.07433307433307433,0.287,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.62,0.617000835421888,0.1705,0.5118021929824561,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,100,2,tfidf_logreg,,0.07433307433307433,0.287,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.62,0.617000835421888,0.1705,0.5118021929824561,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,250,2,tfidf_logreg,,0.07889538060611155,0.288,low,not estimated,,,0.04,0.0,0.0,0.0,0.0,0.584,0.5672938172938172,0.20160000000000008,0.4529273837273836,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,250,2,tfidf_logreg,,0.07889538060611155,0.288,base,not estimated,,,0.09519999999999999,0.0,0.0,0.0,0.0,0.584,0.5672938172938172,0.20160000000000008,0.4529273837273836,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
emotion,llm_annotator,250,2,tfidf_logreg,,0.07889538060611155,0.288,high,not estimated,,,0.42839999999999995,0.0,0.0,0.0,0.0,0.584,0.5672938172938172,0.20160000000000008,0.4529273837273836,gpt-4o-mini,0,text_classification_v1_zero_shot_json,0
